from,to,role,width
http://github.com/RGZM/amt-caa2018#ZSEUNtIjPcnS,http://github.com/RGZM/amt-caa2018#uhzipHSzrLpp,http://github.com/RGZM/amt-caa2018#hasDepiction,0.5
http://github.com/RGZM/amt-caa2018#ZSEUNtIjPcnS,http://github.com/RGZM/amt-caa2018#qbRuPPMYWvOW,http://github.com/RGZM/amt-caa2018#hasDepiction,0.5
